sitename,range,column,lat,lon,date,cultivar,aboveground_dry_biomass,units
MAC Field Scanner Season 6 Range 41 Column 3,41,3,33.075985288639004,-111.975015440825,2018-08-01,PI505717,11200.0,kg / ha
MAC Field Scanner Season 6 Range 44 Column 13,44,13,33.0760931681187,-111.97485179666701,2018-08-01,PI524475,11600.0,kg / ha
MAC Field Scanner Season 6 Range 44 Column 14,44,14,33.076093173432305,-111.974835427297,2018-08-01,PI526905,10500.0,kg / ha
MAC Field Scanner Season 6 Range 45 Column 7,45,7,33.0761290783576,-111.97495002937599,2018-08-01,PI569465,12800.0,kg / ha
MAC Field Scanner Season 6 Range 46 Column 6,46,6,33.0761650150868,-111.97496641522,2018-08-01,PI152651,9560.0,kg / ha
MAC Field Scanner Season 6 Range 46 Column 9,46,9,33.076165031083995,-111.97491730709801,2018-08-01,PI564163,11100.0,kg / ha
MAC Field Scanner Season 6 Range 46 Column 13,46,13,33.0761650522933,-111.97485182956699,2018-08-01,PI563002,12700.0,kg / ha
MAC Field Scanner Season 6 Range 46 Column 14,46,14,33.0761650575845,-111.97483546018,2018-08-01,PI329518,9580.0,kg / ha
MAC Field Scanner Season 6 Range 47 Column 7,47,7,33.076200962508004,-111.974950062299,2018-08-01,PI569148,15200.0,kg / ha
MAC Field Scanner Season 6 Range 47 Column 10,47,10,33.0762009784817,-111.97490095418301,2018-08-01,PI569453,13500.0,kg / ha
MAC Field Scanner Season 6 Range 47 Column 11,47,11,33.076200983802096,-111.97488458479299,2018-08-01,PI152730,18100.0,kg / ha
MAC Field Scanner Season 6 Range 48 Column 10,48,10,33.0762369205568,-111.974900970652,2018-08-01,PI329403,17700.0,kg / ha
MAC Field Scanner Season 6 Range 48 Column 14,48,14,33.076236941826004,-111.974835493065,2018-08-01,PI569455,10000.0,kg / ha
MAC Field Scanner Season 6 Range 49 Column 3,49,3,33.076272825435,-111.975015572864,2018-08-01,PI156890,8530.0,kg / ha
MAC Field Scanner Season 6 Range 49 Column 5,49,5,33.0762728360868,-111.97498283408501,2018-08-01,PI585461,10900.0,kg / ha
MAC Field Scanner Season 6 Range 49 Column 9,49,9,33.076272857332,-111.97491735647499,2018-08-01,PI329286,12200.0,kg / ha
MAC Field Scanner Season 6 Range 49 Column 15,49,15,33.0762728892135,-111.974819140104,2018-08-01,PI329301,11800.0,kg / ha
MAC Field Scanner Season 6 Range 50 Column 14,50,14,33.076308825976604,-111.97483552595101,2018-08-01,PI641836,15100.0,kg / ha
MAC Field Scanner Season 6 Range 51 Column 6,51,6,33.0763447255838,-111.974966497648,2018-08-01,PI267573,12800.0,kg / ha
MAC Field Scanner Season 6 Range 51 Column 7,51,7,33.0763447308958,-111.974950128258,2018-08-01,PI620157,12700.0,kg / ha
MAC Field Scanner Season 6 Range 51 Column 11,51,11,33.0763447521923,-111.974884650592,2018-08-01,PI266927,14000.0,kg / ha
MAC Field Scanner Season 6 Range 52 Column 8,52,8,33.0763806783146,-111.974933775299,2018-08-01,SP1516,16300.0,kg / ha
MAC Field Scanner Season 6 Range 3 Column 10,3,10,33.0746195261384,-111.974900230245,2018-07-31,SP1516,13900.0,kg / ha
MAC Field Scanner Season 6 Range 4 Column 13,4,13,33.074655484138695,-111.974851139389,2018-07-31,PI145626,12900.0,kg / ha
MAC Field Scanner Season 6 Range 5 Column 14,5,14,33.0746914315767,-111.974834786711,2018-07-31,PI152694,20300.0,kg / ha
MAC Field Scanner Season 6 Range 6 Column 5,6,5,33.074727325872104,-111.974982125133,2018-07-31,PI585577,10400.0,kg / ha
MAC Field Scanner Season 6 Range 6 Column 11,6,11,33.074727357728,-111.97488391048901,2018-07-31,PI155760,18100.0,kg / ha
MAC Field Scanner Season 6 Range 7 Column 15,7,15,33.0747633210517,-111.97481845043899,2018-07-31,PI570076,12000.0,kg / ha
MAC Field Scanner Season 6 Range 8 Column 2,8,2,33.0747991940691,-111.97503126544599,2018-08-01,PI527045,9530.0,kg / ha
MAC Field Scanner Season 6 Range 8 Column 7,8,7,33.074799220710695,-111.97494941985,2018-08-01,PI524475,9390.0,kg / ha
MAC Field Scanner Season 6 Range 8 Column 14,8,14,33.0747992578287,-111.97483483599,2018-08-01,PI570071,11700.0,kg / ha
MAC Field Scanner Season 6 Range 9 Column 4,9,4,33.0748351468147,-111.97499854368,2018-08-01,PI273969,12300.0,kg / ha
MAC Field Scanner Season 6 Range 9 Column 8,9,8,33.0748351681155,-111.97493306718701,2018-08-01,PI569418,7850.0,kg / ha
MAC Field Scanner Season 6 Range 10 Column 4,10,4,33.0748710889419,-111.974998560174,2018-08-01,PI152966,16600.0,kg / ha
MAC Field Scanner Season 6 Range 10 Column 13,10,13,33.0748711367595,-111.974851237962,2018-08-01,PI562998,5630.0,kg / ha
MAC Field Scanner Season 6 Range 11 Column 6,11,6,33.0749070417016,-111.97496583836501,2018-08-01,PI562897,10600.0,kg / ha
MAC Field Scanner Season 6 Range 11 Column 9,11,9,33.0749070576007,-111.97491673097099,2018-08-01,PI273465,10300.0,kg / ha
MAC Field Scanner Season 6 Range 11 Column 15,11,15,33.0749070894592,-111.97481851609601,2018-08-01,PI563350,13000.0,kg / ha
MAC Field Scanner Season 6 Range 12 Column 8,12,8,33.0749429944533,-111.974933116537,2018-08-01,PI593916,8260.0,kg / ha
MAC Field Scanner Season 6 Range 13 Column 13,13,13,33.0749789630481,-111.974851287244,2018-08-01,PI329286,5000.0,kg / ha
MAC Field Scanner Season 6 Range 14 Column 9,14,9,33.0750148839377,-111.974916780304,2018-08-01,PI180348,12300.0,kg / ha
MAC Field Scanner Season 6 Range 15 Column 3,15,3,33.0750507941532,-111.975015011828,2018-08-01,PI570085,13900.0,kg / ha
MAC Field Scanner Season 6 Range 15 Column 8,15,8,33.0750508206987,-111.97493316594401,2018-08-01,PI569886,8640.0,kg / ha
MAC Field Scanner Season 6 Range 17 Column 6,17,6,33.075122694303104,-111.974965937265,2018-08-01,PI569445,12100.0,kg / ha
MAC Field Scanner Season 6 Range 18 Column 5,18,5,33.0751586310393,-111.974982322918,2018-08-01,PI569453,9970.0,kg / ha
MAC Field Scanner Season 6 Range 18 Column 6,18,6,33.0751586363838,-111.974965953749,2018-08-01,PI570254,19400.0,kg / ha
MAC Field Scanner Season 6 Range 21 Column 13,21,13,33.0752664998598,-111.97485141868401,2018-08-01,PI641862,10000.0,kg / ha
MAC Field Scanner Season 6 Range 22 Column 7,22,7,33.075302410121196,-111.974949650412,2018-08-01,PI251672,20000.0,kg / ha
MAC Field Scanner Season 6 Range 23 Column 3,23,3,33.0753383308846,-111.975015143757,2018-08-01,PI156463,14400.0,kg / ha
MAC Field Scanner Season 6 Range 23 Column 11,23,11,33.075338373483504,-111.97488418997,2018-08-01,PI63715,16100.0,kg / ha
MAC Field Scanner Season 6 Range 23 Column 13,23,13,33.075338384088695,-111.97485145155899,2018-08-01,PI303658,13500.0,kg / ha
MAC Field Scanner Season 6 Range 25 Column 12,25,12,33.075410262959,-111.974867853633,2018-08-01,PI563295,12300.0,kg / ha
MAC Field Scanner Season 6 Range 27 Column 9,27,9,33.0754821312554,-111.97491699424499,2018-08-01,PI196049,19800.0,kg / ha
MAC Field Scanner Season 6 Range 27 Column 14,27,14,33.0754821577435,-111.974835148013,2018-08-01,PI521290,11900.0,kg / ha
MAC Field Scanner Season 6 Range 28 Column 5,28,5,33.0755180520323,-111.974982487766,2018-08-01,PI155885,12900.0,kg / ha
MAC Field Scanner Season 6 Range 28 Column 7,28,7,33.0755180626877,-111.97494974924,2018-08-01,PI521152,14000.0,kg / ha
MAC Field Scanner Season 6 Range 28 Column 13,28,13,33.075518094601804,-111.974851533713,2018-08-01,PI329841,17600.0,kg / ha
MAC Field Scanner Season 6 Range 29 Column 3,29,3,33.0755539835366,-111.97501524280199,2018-08-01,PI152971,17500.0,kg / ha
MAC Field Scanner Season 6 Range 29 Column 7,29,7,33.0755540047663,-111.974949765721,2018-08-01,PI152816,16700.0,kg / ha
MAC Field Scanner Season 6 Range 29 Column 9,29,9,33.075554015413296,-111.974917027181,2018-08-01,PI145619,12800.0,kg / ha
MAC Field Scanner Season 6 Range 32 Column 11,32,11,33.075661852378,-111.97488433800899,2018-08-01,PI329673,4290.0,kg / ha
MAC Field Scanner Season 6 Range 32 Column 12,32,12,33.0756618576717,-111.974867968715,2018-08-01,PI570096,13100.0,kg / ha
MAC Field Scanner Season 6 Range 33 Column 2,33,2,33.075697746578996,-111.975031678078,2018-08-01,PI221651,10200.0,kg / ha
MAC Field Scanner Season 6 Range 34 Column 5,34,5,33.075733704657395,-111.97498258668502,2018-08-01,PI562982,12500.0,kg / ha
MAC Field Scanner Season 6 Range 35 Column 4,35,4,33.0757696414254,-111.974998972496,2018-08-01,PI221548,8450.0,kg / ha
MAC Field Scanner Season 6 Range 35 Column 6,35,6,33.0757696520869,-111.974966233877,2018-08-01,PI22913,9090.0,kg / ha
MAC Field Scanner Season 6 Range 36 Column 11,36,11,33.075805620718,-111.974884403811,2018-08-01,PI154987,19200.0,kg / ha
MAC Field Scanner Season 6 Range 36 Column 12,36,12,33.0758056260295,-111.97486803452401,2018-08-01,PI329584,5260.0,kg / ha
MAC Field Scanner Season 6 Range 37 Column 11,37,11,33.075841562858,-111.974884420243,2018-08-01,PI196583,11800.0,kg / ha
MAC Field Scanner Season 6 Range 37 Column 12,37,12,33.075841568175,-111.974868050919,2018-08-01,PI563350,17600.0,kg / ha
MAC Field Scanner Season 6 Range 38 Column 2,38,2,33.075877457075,-111.97503176061701,2018-08-01,PI329541,657.0,kg / ha
MAC Field Scanner Season 6 Range 38 Column 13,38,13,33.0758775155673,-111.97485169804101,2018-08-01,PI506122,10500.0,kg / ha
MAC Field Scanner Season 6 Range 39 Column 3,39,3,33.0759134044875,-111.9750154078,2018-08-01,PI156268,10400.0,kg / ha
MAC Field Scanner Season 6 Range 39 Column 14,39,14,33.0759134629576,-111.974835345149,2018-08-01,PI566819,21200.0,kg / ha
MAC Field Scanner Season 6 Range 40 Column 2,40,2,33.075949341226604,-111.97503179365499,2018-08-01,PI196586,12400.0,kg / ha
MAC Field Scanner Season 6 Range 40 Column 4,40,4,33.0759493518979,-111.974999054969,2018-08-01,PI585406,15500.0,kg / ha
MAC Field Scanner Season 6 Range 40 Column 12,40,12,33.0759493944065,-111.974868100276,2018-08-01,PI569420,11500.0,kg / ha
MAC Field Scanner Season 6 Range 41 Column 6,41,6,33.0759853046366,-111.97496633277599,2018-08-01,PI330796,10900.0,kg / ha
MAC Field Scanner Season 6 Range 41 Column 10,41,10,33.0759853259367,-111.97490085537599,2018-08-01,PI563021,11800.0,kg / ha
MAC Field Scanner Season 6 Range 41 Column 13,41,13,33.0759853418213,-111.97485174738199,2018-08-01,PI152694,19400.0,kg / ha
MAC Field Scanner Season 6 Range 42 Column 4,42,4,33.0760212360493,-111.974999087982,2018-08-01,PI329614,22800.0,kg / ha
MAC Field Scanner Season 6 Range 42 Column 11,42,11,33.0760212733328,-111.974884502486,2018-08-01,PI655978,9050.0,kg / ha
MAC Field Scanner Season 6 Range 43 Column 14,43,14,33.0760572313729,-111.974835410883,2018-08-01,PI563329,23200.0,kg / ha
MAC Field Scanner Season 6 Range 44 Column 8,44,8,33.0760931415413,-111.974933643521,2018-08-01,PI585467,11800.0,kg / ha
MAC Field Scanner Season 6 Range 45 Column 6,45,6,33.0761290730288,-111.974966398752,2018-08-01,PI569462,12100.0,kg / ha
MAC Field Scanner Season 6 Range 46 Column 10,46,10,33.0761650364064,-111.97490093771401,2018-08-01,PI561840,11200.0,kg / ha
MAC Field Scanner Season 6 Range 46 Column 12,46,12,33.0761650470221,-111.974868198943,2018-08-01,PI655972,10600.0,kg / ha
MAC Field Scanner Season 6 Range 47 Column 8,47,8,33.0762009678175,-111.974933692936,2018-08-01,PI569097,16100.0,kg / ha
MAC Field Scanner Season 6 Range 48 Column 5,48,5,33.07623689398989,-111.974982817578,2018-08-01,PI145633,16900.0,kg / ha
MAC Field Scanner Season 6 Range 48 Column 12,48,12,33.076236931195695,-111.97486823185899,2018-08-01,PI273969,18600.0,kg / ha
MAC Field Scanner Season 6 Range 49 Column 10,49,10,33.0762728626147,-111.974900987095,2018-08-01,PI329618,8060.0,kg / ha
MAC Field Scanner Season 6 Range 49 Column 12,49,12,33.076272873270895,-111.97486824831499,2018-08-01,PI506114,9040.0,kg / ha
MAC Field Scanner Season 6 Range 50 Column 12,50,12,33.0763088153515,-111.97486826474899,2018-08-01,PI569090,6560.0,kg / ha
MAC Field Scanner Season 6 Range 51 Column 10,51,10,33.0763447468714,-111.974901020009,2018-08-01,PI170787,9510.0,kg / ha
MAC Field Scanner Season 6 Range 51 Column 13,51,13,33.0763447627876,-111.974851911781,2018-08-01,PI569418,9280.0,kg / ha
MAC Field Scanner Season 6 Range 52 Column 6,52,6,33.0763806676405,-111.97496651411801,2018-08-01,SP1516,12700.0,kg / ha
MAC Field Scanner Season 6 Range 3 Column 3,3,3,33.0746194888972,-111.975014813874,2018-07-31,SP1516,11600.0,kg / ha
MAC Field Scanner Season 6 Range 3 Column 5,3,5,33.0746194995545,-111.974982075734,2018-07-31,SP1516,12300.0,kg / ha
MAC Field Scanner Season 6 Range 3 Column 12,3,12,33.0746195366985,-111.974867492054,2018-07-31,SP1516,11000.0,kg / ha
MAC Field Scanner Season 6 Range 3 Column 13,3,13,33.0746195420091,-111.974851122957,2018-07-31,SP1516,11100.0,kg / ha
MAC Field Scanner Season 6 Range 3 Column 14,3,14,33.0746195473176,-111.97483475386002,2018-07-31,SP1516,14300.0,kg / ha
MAC Field Scanner Season 6 Range 4 Column 10,4,10,33.074655468245204,-111.974900246701,2018-07-31,PI653617,9760.0,kg / ha
MAC Field Scanner Season 6 Range 5 Column 2,5,2,33.0746913678213,-111.975031215982,2018-07-31,PI569455,4540.0,kg / ha
MAC Field Scanner Season 6 Range 5 Column 3,5,3,33.0746913731309,-111.975014846868,2018-07-31,PI563355,14200.0,kg / ha
MAC Field Scanner Season 6 Range 5 Column 11,5,11,33.074691415644196,-111.974883894043,2018-07-31,PI329546,7610.0,kg / ha
MAC Field Scanner Season 6 Range 5 Column 13,5,13,33.074691426268004,-111.974851155822,2018-07-31,PI453696,7850.0,kg / ha
MAC Field Scanner Season 6 Range 6 Column 13,6,13,33.0747273683521,-111.974851172254,2018-07-31,PI585608,10600.0,kg / ha
MAC Field Scanner Season 6 Range 7 Column 2,7,2,33.0747632520038,-111.975031248967,2018-07-31,PI330195,8300.0,kg / ha
MAC Field Scanner Season 6 Range 8 Column 11,8,11,33.0747992419231,-111.97488394335501,2018-08-01,PI570042,9730.0,kg / ha
MAC Field Scanner Season 6 Range 8 Column 13,8,13,33.074799252519604,-111.97485120511999,2018-08-01,PI329632,9470.0,kg / ha
MAC Field Scanner Season 6 Range 9 Column 6,9,6,33.0748351574692,-111.97496580546002,2018-08-01,PI257600,10200.0,kg / ha
MAC Field Scanner Season 6 Range 9 Column 11,9,11,33.074835184068796,-111.974883959776,2018-08-01,PI570114,9680.0,kg / ha
MAC Field Scanner Season 6 Range 9 Column 14,9,14,33.0748351999574,-111.97483485241699,2018-08-01,PI152923,15000.0,kg / ha
MAC Field Scanner Season 6 Range 10 Column 6,10,6,33.074871099569,-111.97496582191401,2018-08-01,PI653616,17300.0,kg / ha
MAC Field Scanner Season 6 Range 10 Column 7,10,7,33.074871104875896,-111.97494945279699,2018-08-01,PI145633,15800.0,kg / ha
MAC Field Scanner Season 6 Range 10 Column 8,10,8,33.0748711101981,-111.97493308365401,2018-08-01,PI22913,8000.0,kg / ha
MAC Field Scanner Season 6 Range 11 Column 3,11,3,33.074907025738,-111.975014945819,2018-08-01,PI170787,8140.0,kg / ha
MAC Field Scanner Season 6 Range 11 Column 11,11,11,33.0749070682346,-111.974883992671,2018-08-01,PI455307,9670.0,kg / ha
MAC Field Scanner Season 6 Range 12 Column 5,12,5,33.0749429784795,-111.974982224007,2018-08-01,PI655972,13600.0,kg / ha
MAC Field Scanner Season 6 Range 12 Column 11,12,11,33.0749430103172,-111.974884009119,2018-08-01,PI513898,11700.0,kg / ha
MAC Field Scanner Season 6 Range 13 Column 4,13,4,33.0749789152321,-111.97499860965901,2018-08-01,PI656035,8510.0,kg / ha
MAC Field Scanner Season 6 Range 13 Column 5,13,5,33.0749789205611,-111.974982240496,2018-08-01,PI620072,9050.0,kg / ha
MAC Field Scanner Season 6 Range 13 Column 6,13,6,33.074978925888,-111.97496587133301,2018-08-01,PI562982,11300.0,kg / ha
MAC Field Scanner Season 6 Range 13 Column 12,13,12,33.0749789577586,-111.974867656404,2018-08-01,PI144134,10100.0,kg / ha
MAC Field Scanner Season 6 Range 13 Column 15,13,15,33.0749789736426,-111.974818548912,2018-08-01,PI570087,10000.0,kg / ha
MAC Field Scanner Season 6 Range 14 Column 4,14,4,33.0750148573134,-111.974998626155,2018-08-01,PI533998,20100.0,kg / ha
MAC Field Scanner Season 6 Range 16 Column 4,16,4,33.0750867415655,-111.974998659148,2018-08-01,PI563330,4670.0,kg / ha
MAC Field Scanner Season 6 Range 16 Column 5,16,5,33.0750867468949,-111.974982289965,2018-08-01,PI329584,1420.0,kg / ha
MAC Field Scanner Season 6 Range 16 Column 15,16,15,33.0750867999976,-111.974818598155,2018-08-01,PI642998,12700.0,kg / ha
MAC Field Scanner Season 6 Range 17 Column 7,17,7,33.0751226996284,-111.974949568075,2018-08-01,PI641836,16400.0,kg / ha
MAC Field Scanner Season 6 Range 17 Column 9,17,9,33.0751227102497,-111.97491682969,2018-08-01,PI535794,9380.0,kg / ha
MAC Field Scanner Season 6 Range 17 Column 15,17,15,33.075122742062696,-111.974818614551,2018-08-01,PI152828,12100.0,kg / ha
MAC Field Scanner Season 6 Range 18 Column 15,18,15,33.075158684144505,-111.974818630975,2018-08-01,PI585961,7130.0,kg / ha
MAC Field Scanner Season 6 Range 19 Column 3,19,3,33.0751945625205,-111.975015077789,2018-08-01,PI329511,16200.0,kg / ha
MAC Field Scanner Season 6 Range 19 Column 6,19,6,33.075194578464796,-111.974965970179,2018-08-01,PI329545,7320.0,kg / ha
MAC Field Scanner Season 6 Range 19 Column 8,19,8,33.075194589113195,-111.974933231826,2018-08-01,PI154944,10000.0,kg / ha
MAC Field Scanner Season 6 Range 22 Column 6,22,6,33.0753024047953,-111.97496601963499,2018-08-01,PI152860,12600.0,kg / ha
MAC Field Scanner Season 6 Range 22 Column 10,22,10,33.075302426063196,-111.974900542737,2018-08-01,PI329301,17900.0,kg / ha
MAC Field Scanner Season 6 Range 23 Column 4,23,4,33.075338336217,-111.974998774527,2018-08-01,PI569423,16900.0,kg / ha
MAC Field Scanner Season 6 Range 24 Column 14,24,14,33.075374331485804,-111.97483509873899,2018-08-01,PI562990,3960.0,kg / ha
MAC Field Scanner Season 6 Range 25 Column 3,25,3,33.0754102151328,-111.975015176771,2018-08-01,PI167093,17000.0,kg / ha
MAC Field Scanner Season 6 Range 26 Column 11,26,11,33.0754461997232,-111.97488423933001,2018-08-01,PI302252,16700.0,kg / ha
MAC Field Scanner Season 6 Range 26 Column 12,26,12,33.0754462050388,-111.97486787008002,2018-08-01,PI569458,7230.0,kg / ha
MAC Field Scanner Season 6 Range 26 Column 15,26,15,33.0754462209728,-111.97481876232901,2018-08-01,PI563222,9370.0,kg / ha
MAC Field Scanner Season 6 Range 27 Column 11,27,11,33.075482141887605,-111.97488425575399,2018-08-01,PI152727,13100.0,kg / ha
MAC Field Scanner Season 6 Range 31 Column 13,31,13,33.0756259208397,-111.974851582985,2018-08-01,PI562994,7620.0,kg / ha
MAC Field Scanner Season 6 Range 32 Column 13,32,13,33.0756618629635,-111.974851599428,2018-08-01,PI257599,15300.0,kg / ha
MAC Field Scanner Season 6 Range 33 Column 5,33,5,33.075697762512604,-111.974982570192,2018-08-01,PI570090,8500.0,kg / ha
MAC Field Scanner Season 6 Range 33 Column 7,33,7,33.0756977731518,-111.97494983162599,2018-08-01,PI583832,21100.0,kg / ha
MAC Field Scanner Season 6 Range 35 Column 11,35,11,33.0757696786122,-111.97488438738002,2018-08-01,PI176766,20500.0,kg / ha
MAC Field Scanner Season 6 Range 36 Column 10,36,10,33.0758056154388,-111.974900773097,2018-08-01,PI641815,16900.0,kg / ha
MAC Field Scanner Season 6 Range 37 Column 5,37,5,33.075841530911305,-111.974982636129,2018-08-01,PI569423,6190.0,kg / ha
MAC Field Scanner Season 6 Range 37 Column 6,37,6,33.0758415362582,-111.97496626683201,2018-08-01,PI329510,17100.0,kg / ha
MAC Field Scanner Season 6 Range 37 Column 10,37,10,33.0758415575388,-111.97490078956601,2018-08-01,PI562732,20700.0,kg / ha
MAC Field Scanner Season 6 Range 38 Column 5,38,5,33.0758774730105,-111.974982652631,2018-08-01,PI570076,12600.0,kg / ha
MAC Field Scanner Season 6 Range 39 Column 5,39,5,33.0759134151543,-111.974982669127,2018-08-01,PI153877,13600.0,kg / ha
MAC Field Scanner Season 6 Range 39 Column 8,39,8,33.075913431048,-111.974933561116,2018-08-01,PI569460,5000.0,kg / ha
MAC Field Scanner Season 6 Range 40 Column 5,40,5,33.0759493572304,-111.97498268562599,2018-08-01,PI452542,17400.0,kg / ha
MAC Field Scanner Season 6 Range 40 Column 15,40,15,33.0759494103457,-111.974818992245,2018-08-01,PI655983,14700.0,kg / ha
MAC Field Scanner Season 6 Range 42 Column 9,42,9,33.0760212626911,-111.974917241199,2018-08-01,PI329506,15500.0,kg / ha
MAC Field Scanner Season 6 Range 42 Column 12,42,12,33.0760212786505,-111.97486813312901,2018-08-01,PI570073,14400.0,kg / ha
MAC Field Scanner Season 6 Range 43 Column 2,43,2,33.0760571675258,-111.97503184318899,2018-08-01,PI510757,15400.0,kg / ha
MAC Field Scanner Season 6 Range 43 Column 3,43,3,33.0760571728799,-111.97501547385299,2018-08-01,PI563338,11400.0,kg / ha
MAC Field Scanner Season 6 Range 43 Column 7,43,7,33.0760571941166,-111.9749499964,2018-08-01,PI563032,13500.0,kg / ha
MAC Field Scanner Season 6 Range 44 Column 7,44,7,33.0760931362596,-111.97495001288401,2018-08-01,PI646266,15200.0,kg / ha
MAC Field Scanner Season 6 Range 44 Column 11,44,11,33.076093157485104,-111.97488453540701,2018-08-01,PI35038,14200.0,kg / ha
MAC Field Scanner Season 6 Range 45 Column 10,45,10,33.076129094285804,-111.97490092124599,2018-08-01,PI569458,14100.0,kg / ha
MAC Field Scanner Season 6 Range 45 Column 11,45,11,33.0761290995836,-111.974884551873,2018-08-01,PI563330,19000.0,kg / ha
MAC Field Scanner Season 6 Range 45 Column 13,45,13,33.0761291101948,-111.97485181311501,2018-08-01,PI569244,15200.0,kg / ha
MAC Field Scanner Season 6 Range 46 Column 3,46,3,33.0761649991047,-111.97501552334299,2018-08-01,PI180348,11900.0,kg / ha
MAC Field Scanner Season 6 Range 46 Column 11,46,11,33.076165041726696,-111.97488456833099,2018-08-01,PI641909,16400.0,kg / ha
MAC Field Scanner Season 6 Range 47 Column 6,47,6,33.076200957179,-111.974966431689,2018-08-01,PI642998,14900.0,kg / ha
MAC Field Scanner Season 6 Range 47 Column 12,47,12,33.076200989120395,-111.974868215403,2018-08-01,PI505722,10200.0,kg / ha
MAC Field Scanner Season 6 Range 48 Column 6,48,6,33.0762368992763,-111.974966448189,2018-08-01,PI651496,19400.0,kg / ha
MAC Field Scanner Season 6 Range 49 Column 7,49,7,33.0762728467247,-111.974950095274,2018-08-01,PI329702,11500.0,kg / ha
MAC Field Scanner Season 6 Range 50 Column 15,50,15,33.0763088312888,-111.974819156541,2018-08-01,PI179749,7160.0,kg / ha
MAC Field Scanner Season 6 Range 51 Column 8,51,8,33.0763447362232,-111.97493375884198,2018-08-01,PI452619,15000.0,kg / ha
MAC Field Scanner Season 6 Range 52 Column 2,52,2,33.0763806463907,-111.97503199181101,2018-08-01,SP1516,9940.0,kg / ha
MAC Field Scanner Season 6 Range 52 Column 4,52,4,33.0763806570199,-111.97499925296499,2018-08-01,SP1516,12300.0,kg / ha
MAC Field Scanner Season 6 Range 52 Column 5,52,5,33.0763806623314,-111.974982883546,2018-08-01,SP1516,8240.0,kg / ha
MAC Field Scanner Season 6 Range 52 Column 12,52,12,33.0763806995856,-111.974868297633,2018-08-01,SP1516,12900.0,kg / ha
MAC Field Scanner Season 6 Range 30 Column 15,30,15,33.0755899893992,-111.974818828015,2018-08-01,PI641830,10500.0,kg / ha
